sample_name,tax_id,genus_name,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
Yale-TB170,2047,Rothia,Rothia dentocariosa,,33.0,5.995,,40.0,7.2667,
Yale-TB170,55565,Actinomyces,Actinomyces graevenitzii,,33.0,5.995,,19.0,3.4517,
Yale-TB170,78331,Mycobacterium,Mycobacterium canetti,,117210.0,21293.1,,94867.0,17234.1,
Yale-TB170,172042,Rothia,Rothia aeria,,12.0,2.18,,11.0,1.9983,
Yale-TB170,2827834,"",Siphoviridae sp. ctJ0s2,,8.0,1.4533,,0,0,
Yale-TB170,52773,Schaalia,Schaalia meyeri,,22.0,3.9967,,12.0,2.18,
Yale-TB170,729,Haemophilus,Haemophilus parainfluenzae,,10.0,1.8167,,6.0,1.09,
Yale-TB170,38284,Corynebacterium,Corynebacterium accolens,,13.0,2.3617,,6.0,1.09,
Yale-TB170,2056231,Pseudomonas,Pseudomonas qingdaonensis,,3.0,0.545,,6.0,1.09,
Yale-TB170,28131,Prevotella,Prevotella intermedia,,6.0,1.09,,3.0,0.545,
Yale-TB170,158836,Enterobacter,Enterobacter hormaechei,,4.0,0.7267,,7.0,1.2717,
Yale-TB170,300,Pseudomonas,Pseudomonas mendocina,,5.0,0.9083,,2.0,0.3633,
Yale-TB170,1655,Actinomyces,Actinomyces naeslundii,,116.0,21.0733,,147.0,26.7049,
Yale-TB170,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,2.0,0.3633,,45.0,8.175,
Yale-TB170,78543,Pseudomonas,Pseudomonas migulae,,1309.0,237.801,,250.0,45.4165,
Yale-TB170,303,Pseudomonas,Pseudomonas putida,,75.0,13.625,,356.0,64.6731,
Yale-TB170,1750,Arachnia,Arachnia propionica,,10.0,1.8167,,7.0,1.2717,
Yale-TB170,28037,Streptococcus,Streptococcus mitis,,71.0,12.8983,,47.0,8.5383,
Yale-TB170,294,Pseudomonas,Pseudomonas fluorescens,,61.0,11.0816,,7558.0,1373.03,
Yale-TB170,573,Klebsiella,Klebsiella pneumoniae,,1306.0,237.256,,1379.0,250.518,
Yale-TB170,1302,Streptococcus,Streptococcus gordonii,,2.0,0.3633,,2.0,0.3633,
Yale-TB170,39778,Veillonella,Veillonella dispar,,2.0,0.3633,,0,0,
Yale-TB170,47671,Lautropia,Lautropia mirabilis,,367.0,66.6715,,299.0,54.3182,
Yale-TB170,488,Neisseria,Neisseria mucosa,,273.0,49.5949,,40.0,7.2667,
Yale-TB170,1177574,Prevotella,Prevotella jejuni,,4.0,0.7267,,1.0,0.1817,
Yale-TB170,484,Neisseria,Neisseria flavescens,,12.0,2.18,,74.0,13.4433,
Yale-TB170,43675,Rothia,Rothia mucilaginosa,,3968.0,720.851,,2784.0,505.759,
Yale-TB170,1305738,Mycobacterium,Mycobacterium orygis,,18709.0,3398.79,,4826.0,876.721,
Yale-TB170,2789425,Actinomyces,Actinomyces sp. HMT 175,,127.0,23.0716,,21.0,3.815,
Yale-TB170,301,Pseudomonas,Pseudomonas oleovorans,,15.0,2.725,,9.0,1.635,
Yale-TB170,615,Serratia,Serratia marcescens,,2.0,0.3633,,1.0,0.1817,
Yale-TB170,1656,Actinomyces,Actinomyces viscosus,,39.0,7.085,,37.0,6.7217,
Yale-TB170,47878,Pseudomonas,Pseudomonas azotoformans,,6.0,1.09,,466.0,84.6564,
Yale-TB170,1303,Streptococcus,Streptococcus oralis,,46.0,8.3566,,24.0,4.36,
Yale-TB170,544580,Actinomyces,Actinomyces oris,,801.0,145.515,,633.0,114.995,
Yale-TB170,1379,Gemella,Gemella haemolysans,,10.0,1.8167,,5.0,0.9083,
Yale-TB170,1689,Bifidobacterium,Bifidobacterium dentium,,4.0,0.7267,,8.0,1.4533,
Yale-TB170,489632,Pseudomonas,Pseudomonas chengduensis,,0,0,,1.0,0.1817,
Yale-TB170,641148,Neisseria,Neisseria sp. oral taxon 014,,4.0,0.7267,,0,0,
Yale-TB172,1318,Streptococcus,Streptococcus parasanguinis,,292.0,62.4338,,245.0,52.3845,
Yale-TB172,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,3.0,0.6414,,26.0,5.5592,
Yale-TB172,78331,Mycobacterium,Mycobacterium canetti,,15484.0,3310.7,,51109.0,10927.8,
Yale-TB172,480,Moraxella,Moraxella catarrhalis,,0,0,,1.0,0.2138,
Yale-TB172,1689,Bifidobacterium,Bifidobacterium dentium,,457.0,97.7132,,432.0,92.3678,
Yale-TB172,137732,Granulicatella,Granulicatella elegans,,2.0,0.4276,,3.0,0.6414,
Yale-TB172,158836,Enterobacter,Enterobacter hormaechei,,0,0,,35.0,7.4835,
Yale-TB172,1304,Streptococcus,Streptococcus salivarius,,282.0,60.2956,,226.0,48.322,
Yale-TB172,29466,Veillonella,Veillonella parvula,,100.0,21.3814,,36.0,7.6973,
Yale-TB172,39778,Veillonella,Veillonella dispar,,16.0,3.421,,28.0,5.9868,
Yale-TB172,216816,Bifidobacterium,Bifidobacterium longum,,17.0,3.6348,,23.0,4.9177,
Yale-TB172,1305738,Mycobacterium,Mycobacterium orygis,,1070.0,228.781,,420.0,89.802,
Yale-TB172,573,Klebsiella,Klebsiella pneumoniae,,10.0,2.1381,,2002.0,428.056,
Yale-TB172,615,Serratia,Serratia marcescens,,0,0,,1.0,0.2138,
Yale-TB172,1773,Mycobacterium,Mycobacterium tuberculosis,,2520079.0,538829.0,,1971019.0,421432.0,
Yale-TB172,28449,Neisseria,Neisseria subflava,,15.0,3.2072,,17.0,3.6348,
Yale-TB172,172042,Rothia,Rothia aeria,,247.0,52.8121,,204.0,43.6181,
Yale-TB172,490,Neisseria,Neisseria sicca,,74.0,15.8223,,111.0,23.7334,
Yale-TB172,47671,Lautropia,Lautropia mirabilis,,22.0,4.7039,,17.0,3.6348,
Yale-TB172,484,Neisseria,Neisseria flavescens,,1.0,0.2138,,7.0,1.4967,
Yale-TB172,398694,Mycobacterium,Mycobacterium shinjukuense,,0,0,,2041.0,436.395,
Yale-TB172,544580,Actinomyces,Actinomyces oris,,270605.0,57859.2,,262583.0,56144.0,
Yale-TB172,2610896,Streptococcus,Streptococcus sp. LPB0220,,117.0,25.0163,,0,0,
Yale-TB172,1655,Actinomyces,Actinomyces naeslundii,,37488.0,8015.47,,66788.0,14280.2,
Yale-TB172,1656,Actinomyces,Actinomyces viscosus,,39085.0,8356.93,,18012.0,3851.22,
Yale-TB172,52773,Schaalia,Schaalia meyeri,,410.0,87.6639,,506.0,108.19,
Yale-TB172,712435,Porphyromonas,Porphyromonas sp. oral taxon 275,,12.0,2.5658,,0,0,
Yale-TB172,300,Pseudomonas,Pseudomonas mendocina,,9.0,1.9243,,2.0,0.4276,
Yale-TB172,43675,Rothia,Rothia mucilaginosa,,47676.0,10193.8,,39019.0,8342.82,
Yale-TB172,489632,Pseudomonas,Pseudomonas chengduensis,,3.0,0.6414,,0,0,
Yale-TB172,1177574,Prevotella,Prevotella jejuni,,10.0,2.1381,,4.0,0.8553,
Yale-TB172,1747,Cutibacterium,Cutibacterium acnes,,6.0,1.2829,,76.0,16.2499,
Yale-TB172,55565,Actinomyces,Actinomyces graevenitzii,,29.0,6.2006,,45.0,9.6216,
Yale-TB172,77133,"",uncultured bacterium,,186.0,39.7695,,60.0,12.8289,
Yale-TB172,712116,Actinomyces,Actinomyces sp. oral taxon 169,,226668.0,48464.9,,37662.0,8052.68,
Yale-TB172,296,Pseudomonas,Pseudomonas fragi,,2.0,0.4276,,177.0,37.8451,
Yale-TB172,78543,Pseudomonas,Pseudomonas migulae,,3.0,0.6414,,0,0,
Yale-TB172,712122,Actinomyces,Actinomyces sp. oral taxon 414,,8559.0,1830.04,,1854.0,396.412,
Yale-TB172,38284,Corynebacterium,Corynebacterium accolens,,6.0,1.2829,,114.0,24.3748,
Yale-TB172,178339,Pauljensenia,Pauljensenia hongkongensis,,3111.0,665.176,,2120.0,453.286,
Yale-TB172,712633,Streptococcus,Streptococcus sp. oral taxon 431,,10.0,2.1381,,4.0,0.8553,
Yale-TB172,303,Pseudomonas,Pseudomonas putida,,41.0,8.7664,,291.0,62.22,
Yale-TB172,488,Neisseria,Neisseria mucosa,,109.0,23.3058,,18.0,3.8487,
Yale-TB172,28131,Prevotella,Prevotella intermedia,,39.0,8.3388,,17.0,3.6348,
Yale-TB172,47878,Pseudomonas,Pseudomonas azotoformans,,0,0,,8.0,1.7105,
Yale-TB172,287,Pseudomonas,Pseudomonas aeruginosa,,675250.0,144378.0,,646315.0,138191.0,
Yale-TB172,2047,Rothia,Rothia dentocariosa,,5019.0,1073.13,,5272.0,1127.23,
Yale-TB172,216778,Stenotrophomonas,Stenotrophomonas rhizophila,,4.0,0.8553,,0,0,
Yale-TB172,2789425,Actinomyces,Actinomyces sp. HMT 175,,7478.0,1598.9,,1710.0,365.623,
Yale-TB172,2832643,"",Caudoviricetes sp.,,714.0,152.663,,661.0,141.331,
Yale-TB172,1750,Arachnia,Arachnia propionica,,372.0,79.5389,,237.0,50.674,
Yale-TB172,470565,Prevotella,Prevotella histicola,,3.0,0.6414,,8.0,1.7105,
Yale-TB172,1056807,Morococcus,Morococcus cerebrosus,,24.0,5.1315,,2.0,0.4276,
Yale-TB172,1852377,Actinomyces,Actinomyces pacaensis,,3.0,0.6414,,0,0,
Yale-TB172,28132,Prevotella,Prevotella melaninogenica,,51.0,10.9045,,24.0,5.1315,
Yale-TB172,1302,Streptococcus,Streptococcus gordonii,,2093.0,447.513,,420.0,89.802,
Yale-TB172,2827834,"",Siphoviridae sp. ctJ0s2,,24.0,5.1315,,0,0,
Yale-TB172,729,Haemophilus,Haemophilus parainfluenzae,,2.0,0.4276,,2.0,0.4276,
Yale-TB172,294,Pseudomonas,Pseudomonas fluorescens,,602.0,128.716,,43.0,9.194,
Yale-TB172,1303,Streptococcus,Streptococcus oralis,,4600.0,983.546,,780.0,166.775,
Yale-TB172,641148,Neisseria,Neisseria sp. oral taxon 014,,4.0,0.8553,,2.0,0.4276,
Yale-TB172,200451,Pseudomonas,Pseudomonas poae,,0,0,,2.0,0.4276,
Yale-TB172,706438,Actinomyces,Actinomyces sp. oral taxon 171,,32980.0,7051.6,,12338.0,2638.04,
Yale-TB172,1313,Streptococcus,Streptococcus pneumoniae,,169.0,36.1346,,662.0,141.545,
Yale-TB172,1379,Gemella,Gemella haemolysans,,96.0,20.5262,,48.0,10.2631,
Yale-TB172,712623,Streptococcus,Streptococcus sp. oral taxon 061,,13.0,2.7796,,0,0,
Yale-TB172,301,Pseudomonas,Pseudomonas oleovorans,,4.0,0.8553,,12.0,2.5658,
Yale-TB172,1659,Actinomyces,Actinomyces israelii,,19480.0,4165.1,,33892.0,7246.6,
Yale-TB172,1660,Schaalia,Schaalia odontolytica,,7841.0,1676.52,,2397.0,512.513,
Yale-TB172,190721,Ralstonia,Ralstonia insidiosa,,0,0,,12.0,2.5658,
Yale-TB172,2056231,Pseudomonas,Pseudomonas qingdaonensis,,7.0,1.4967,,0,0,
Yale-TB172,28037,Streptococcus,Streptococcus mitis,,357.0,76.3317,,274.0,58.5851,
Yale-TB176,28037,Streptococcus,Streptococcus mitis,,195.0,57.3126,,130.0,38.2084,
Yale-TB176,190721,Ralstonia,Ralstonia insidiosa,,2.0,0.5878,,0,0,
Yale-TB176,398694,Mycobacterium,Mycobacterium shinjukuense,,0,0,,1.0,0.2939,
Yale-TB176,1313,Streptococcus,Streptococcus pneumoniae,,62.0,18.2225,,1699.0,499.354,
Yale-TB176,2832643,"",Caudoviricetes sp.,,12378.0,3638.03,,11641.0,3421.41,
Yale-TB176,548,Klebsiella,Klebsiella aerogenes,,0,0,,1.0,0.2939,
Yale-TB176,1303,Streptococcus,Streptococcus oralis,,222.0,65.2482,,162.0,47.6135,
Yale-TB176,1304,Streptococcus,Streptococcus salivarius,,282.0,82.8828,,111.0,32.6241,
Yale-TB176,1318,Streptococcus,Streptococcus parasanguinis,,528.0,155.185,,749.0,220.139,
Yale-TB176,706438,Actinomyces,Actinomyces sp. oral taxon 171,,6004.0,1764.64,,1280.0,376.206,
Yale-TB176,712633,Streptococcus,Streptococcus sp. oral taxon 431,,47.0,13.8138,,6.0,1.7635,
Yale-TB176,329,Ralstonia,Ralstonia pickettii,,4.0,1.1756,,2.0,0.5878,
Yale-TB176,28449,Neisseria,Neisseria subflava,,75.0,22.0433,,66.0,19.3981,
Yale-TB176,78331,Mycobacterium,Mycobacterium canetti,,49.0,14.4016,,40.0,11.7564,
Yale-TB176,161899,Corynebacterium,Corynebacterium singulare,,16768.0,4928.29,,0,0,
Yale-TB176,1886807,Pseudomonas,Pseudomonas sp. TMW 2.1634,,1.0,0.2939,,0,0,
Yale-TB176,470565,Prevotella,Prevotella histicola,,1054.0,309.782,,953.0,280.097,
Yale-TB176,2047,Rothia,Rothia dentocariosa,,43.0,12.6382,,104.0,30.5667,
Yale-TB176,38284,Corynebacterium,Corynebacterium accolens,,4.0,1.1756,,4.0,1.1756,
Yale-TB176,39778,Veillonella,Veillonella dispar,,92.0,27.0398,,22.0,6.466,
Yale-TB176,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,4.0,1.1756,
Yale-TB176,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,5.0,1.4696,,4.0,1.1756,
Yale-TB176,1573714,Pseudomonas,Pseudomonas sp. S04,,2.0,0.5878,,0,0,
Yale-TB176,29466,Veillonella,Veillonella parvula,,90.0,26.452,,42.0,12.3442,
Yale-TB176,2789425,Actinomyces,Actinomyces sp. HMT 175,,2331.0,685.106,,372.0,109.335,
Yale-TB176,488,Neisseria,Neisseria mucosa,,143.0,42.0292,,23.0,6.7599,
Yale-TB176,1655,Actinomyces,Actinomyces naeslundii,,5186.0,1524.22,,6013.0,1767.28,
Yale-TB176,1659,Actinomyces,Actinomyces israelii,,656.0,192.805,,85.0,24.9824,
Yale-TB176,712122,Actinomyces,Actinomyces sp. oral taxon 414,,791.0,232.483,,143.0,42.0292,
Yale-TB176,2610896,Streptococcus,Streptococcus sp. LPB0220,,501.0,147.249,,1.0,0.2939,
Yale-TB176,43675,Rothia,Rothia mucilaginosa,,71522.0,21021.1,,32918.0,9674.95,
Yale-TB176,1852377,Actinomyces,Actinomyces pacaensis,,40161.0,11803.7,,5.0,1.4696,
Yale-TB176,727,Haemophilus,Haemophilus influenzae,,13.0,3.8208,,6.0,1.7635,
Yale-TB176,28131,Prevotella,Prevotella intermedia,,113.0,33.2119,,6.0,1.7635,
Yale-TB176,137732,Granulicatella,Granulicatella elegans,,118.0,34.6815,,23.0,6.7599,
Yale-TB176,712623,Streptococcus,Streptococcus sp. oral taxon 061,,215.0,63.1908,,0,0,
Yale-TB176,1750,Arachnia,Arachnia propionica,,33277.0,9780.46,,26754.0,7863.28,
Yale-TB176,178339,Pauljensenia,Pauljensenia hongkongensis,,9523.0,2798.91,,2841.0,835.0,
Yale-TB176,544580,Actinomyces,Actinomyces oris,,39704.0,11669.4,,23973.0,7045.92,
Yale-TB176,615,Serratia,Serratia marcescens,,267.0,78.4741,,0,0,
Yale-TB176,1773,Mycobacterium,Mycobacterium tuberculosis,,14803.0,4350.76,,14773.0,4341.94,
Yale-TB176,28132,Prevotella,Prevotella melaninogenica,,584.0,171.644,,380.0,111.686,
Yale-TB176,303,Pseudomonas,Pseudomonas putida,,1.0,0.2939,,0,0,
Yale-TB176,573,Klebsiella,Klebsiella pneumoniae,,888.0,260.993,,836.0,245.709,
Yale-TB176,729,Haemophilus,Haemophilus parainfluenzae,,165.0,48.4953,,67.0,19.692,
Yale-TB176,216816,Bifidobacterium,Bifidobacterium longum,,53050.0,15592.0,,43730.0,12852.7,
Yale-TB176,77133,"",uncultured bacterium,,638.0,187.515,,367.0,107.865,
Yale-TB176,1689,Bifidobacterium,Bifidobacterium dentium,,212.0,62.3091,,125.0,36.7388,
Yale-TB176,296,Pseudomonas,Pseudomonas fragi,,7.0,2.0574,,4.0,1.1756,
Yale-TB176,376,Bradyrhizobium,Bradyrhizobium sp.,,2.0,0.5878,,0,0,
Yale-TB176,216778,Stenotrophomonas,Stenotrophomonas rhizophila,,4.0,1.1756,,0,0,
Yale-TB176,489632,Pseudomonas,Pseudomonas chengduensis,,2.0,0.5878,,0,0,
Yale-TB176,490,Neisseria,Neisseria sicca,,128.0,37.6206,,167.0,49.0831,
Yale-TB176,712435,Porphyromonas,Porphyromonas sp. oral taxon 275,,10.0,2.9391,,0,0,
Yale-TB176,641148,Neisseria,Neisseria sp. oral taxon 014,,189.0,55.5491,,64.0,18.8103,
Yale-TB176,1056807,Morococcus,Morococcus cerebrosus,,28.0,8.2295,,15.0,4.4087,
Yale-TB176,294,Pseudomonas,Pseudomonas fluorescens,,2.0,0.5878,,0,0,
Yale-TB176,484,Neisseria,Neisseria flavescens,,4.0,1.1756,,17.0,4.9965,
Yale-TB176,1747,Cutibacterium,Cutibacterium acnes,,66.0,19.3981,,521.0,153.127,
Yale-TB176,1660,Schaalia,Schaalia odontolytica,,2304721.0,677382.0,,263345.0,77399.9,
Yale-TB176,1302,Streptococcus,Streptococcus gordonii,,819.0,240.713,,60.0,17.6346,
Yale-TB176,1379,Gemella,Gemella haemolysans,,146.0,42.9109,,62.0,18.2225,
Yale-TB176,52773,Schaalia,Schaalia meyeri,,13177.0,3872.86,,5157.0,1515.7,
Yale-TB176,712116,Actinomyces,Actinomyces sp. oral taxon 169,,8041.0,2363.34,,2713.0,797.38,
Yale-TB176,3049954,Orthopneumovirus,Orthopneumovirus hominis,,4.0,1.1756,,4.0,1.1756,
Yale-TB176,301,Pseudomonas,Pseudomonas oleovorans,,0,0,,3.0,0.8817,
Yale-TB176,1656,Actinomyces,Actinomyces viscosus,,5315.0,1562.13,,6761.0,1987.13,
Yale-TB176,200451,Pseudomonas,Pseudomonas poae,,1.0,0.2939,,0,0,
Yale-TB176,158836,Enterobacter,Enterobacter hormaechei,,0,0,,5.0,1.4696,
Yale-TB176,172042,Rothia,Rothia aeria,,163.0,47.9074,,1774.0,521.397,
Yale-TB176,47671,Lautropia,Lautropia mirabilis,,1835.0,539.326,,1234.0,362.686,
Yale-TB176,55565,Actinomyces,Actinomyces graevenitzii,,37447.0,11006.1,,125068.0,36758.8,
Yale-TB176,1177574,Prevotella,Prevotella jejuni,,97.0,28.5093,,29.0,8.5234,
Yale-TB177,216816,Bifidobacterium,Bifidobacterium longum,,225.0,14.2854,,45.0,2.8571,
Yale-TB177,2832643,"",Caudoviricetes sp.,,3460.0,219.678,,2538.0,161.139,
Yale-TB177,43990,Corynebacterium,Corynebacterium segmentosum,,615187.0,39058.7,,3298.0,209.392,
Yale-TB177,296,Pseudomonas,Pseudomonas fragi,,4.0,0.254,,8.0,0.5079,
Yale-TB177,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,0,0,,3.0,0.1905,
Yale-TB177,1747,Cutibacterium,Cutibacterium acnes,,193.0,12.2537,,224.0,14.2219,
Yale-TB177,38284,Corynebacterium,Corynebacterium accolens,,17694.0,1123.4,,584509.0,37110.9,
Yale-TB177,712116,Actinomyces,Actinomyces sp. oral taxon 169,,3943.0,250.344,,697.0,44.253,
Yale-TB177,376,Bradyrhizobium,Bradyrhizobium sp.,,2.0,0.127,,0,0,
Yale-TB177,573,Klebsiella,Klebsiella pneumoniae,,1.0,0.0635,,303.0,19.2377,
Yale-TB177,1303,Streptococcus,Streptococcus oralis,,7011.0,445.133,,7759.0,492.625,
Yale-TB177,52773,Schaalia,Schaalia meyeri,,1849.0,117.394,,767.0,48.6974,
Yale-TB177,544580,Actinomyces,Actinomyces oris,,36146.0,2294.94,,26233.0,1665.55,
Yale-TB177,712623,Streptococcus,Streptococcus sp. oral taxon 061,,6634.0,421.197,,101.0,6.4126,
Yale-TB177,1177574,Prevotella,Prevotella jejuni,,220.0,13.968,,60.0,3.8094,
Yale-TB177,2610896,Streptococcus,Streptococcus sp. LPB0220,,1733.0,110.029,,28.0,1.7777,
Yale-TB177,1660,Schaalia,Schaalia odontolytica,,138645.0,8802.67,,76801.0,4876.15,
Yale-TB177,28132,Prevotella,Prevotella melaninogenica,,330.0,20.9519,,196.0,12.4442,
Yale-TB177,78331,Mycobacterium,Mycobacterium canetti,,15139.0,961.186,,2783.0,176.695,
Yale-TB177,729,Haemophilus,Haemophilus parainfluenzae,,871.0,55.3004,,962.0,61.0781,
Yale-TB177,301,Pseudomonas,Pseudomonas oleovorans,,0,0,,2.0,0.127,
Yale-TB177,727,Haemophilus,Haemophilus influenzae,,74.0,4.6983,,106.0,6.73,
Yale-TB177,641148,Neisseria,Neisseria sp. oral taxon 014,,369.0,23.4281,,162.0,10.2855,
Yale-TB177,1304,Streptococcus,Streptococcus salivarius,,10271.0,652.113,,7985.0,506.973,
Yale-TB177,77133,"",uncultured bacterium,,744.0,47.2371,,440.0,27.9359,
Yale-TB177,615,Serratia,Serratia marcescens,,0,0,,2.0,0.127,
Yale-TB177,172042,Rothia,Rothia aeria,,2091.0,132.759,,2213.0,140.505,
Yale-TB177,706438,Actinomyces,Actinomyces sp. oral taxon 171,,2398.0,152.251,,1356.0,86.0934,
Yale-TB177,1056807,Morococcus,Morococcus cerebrosus,,834.0,52.9513,,177.0,11.2379,
Yale-TB177,1852377,Actinomyces,Actinomyces pacaensis,,1065.0,67.6176,,3.0,0.1905,
Yale-TB177,287,Pseudomonas,Pseudomonas aeruginosa,,4.0,0.254,,44.0,2.7936,
Yale-TB177,490,Neisseria,Neisseria sicca,,853.0,54.1576,,11336.0,719.731,
Yale-TB177,712633,Streptococcus,Streptococcus sp. oral taxon 431,,5646.0,358.469,,751.0,47.6815,
Yale-TB177,470565,Prevotella,Prevotella histicola,,97.0,6.1586,,78.0,4.9523,
Yale-TB177,43675,Rothia,Rothia mucilaginosa,,80331.0,5100.27,,58166.0,3693.0,
Yale-TB177,178339,Pauljensenia,Pauljensenia hongkongensis,,891.0,56.5702,,175.0,11.1109,
Yale-TB177,712122,Actinomyces,Actinomyces sp. oral taxon 414,,6366.0,404.182,,1478.0,93.8393,
Yale-TB177,1305738,Mycobacterium,Mycobacterium orygis,,205.0,13.0156,,46.0,2.9206,
Yale-TB177,329,Ralstonia,Ralstonia pickettii,,2.0,0.127,,3.0,0.1905,
Yale-TB177,548,Klebsiella,Klebsiella aerogenes,,0,0,,2.0,0.127,
Yale-TB177,1689,Bifidobacterium,Bifidobacterium dentium,,1588.0,100.823,,1053.0,66.8557,
Yale-TB177,161899,Corynebacterium,Corynebacterium singulare,,73.0,4.6348,,17.0,1.0793,
Yale-TB177,2827834,"",Siphoviridae sp. ctJ0s2,,83.0,5.2697,,2.0,0.127,
Yale-TB177,1313,Streptococcus,Streptococcus pneumoniae,,6417.0,407.42,,13358.0,848.109,
Yale-TB177,1318,Streptococcus,Streptococcus parasanguinis,,2448.0,155.425,,5738.0,364.31,
Yale-TB177,39778,Veillonella,Veillonella dispar,,800.0,50.7926,,169.0,10.7299,
Yale-TB177,137732,Granulicatella,Granulicatella elegans,,1573.0,99.8709,,1283.0,81.4586,
Yale-TB177,28037,Streptococcus,Streptococcus mitis,,21486.0,1364.16,,14125.0,896.806,
Yale-TB177,28151,Serratia,Serratia proteamaculans,,1.0,0.0635,,0,0,
Yale-TB177,158836,Enterobacter,Enterobacter hormaechei,,0,0,,7.0,0.4444,
Yale-TB177,398694,Mycobacterium,Mycobacterium shinjukuense,,13.0,0.8254,,1709.0,108.506,
Yale-TB177,29466,Veillonella,Veillonella parvula,,1009.0,64.0621,,488.0,30.9835,
Yale-TB177,2789425,Actinomyces,Actinomyces sp. HMT 175,,2633.0,167.171,,514.0,32.6342,
Yale-TB177,300,Pseudomonas,Pseudomonas mendocina,,2.0,0.127,,0,0,
Yale-TB177,484,Neisseria,Neisseria flavescens,,272.0,17.2695,,844.0,53.5862,
Yale-TB177,1379,Gemella,Gemella haemolysans,,2440.0,154.917,,1808.0,114.791,
Yale-TB177,1655,Actinomyces,Actinomyces naeslundii,,3219.0,204.377,,5378.0,341.453,
Yale-TB177,1750,Arachnia,Arachnia propionica,,4734.0,300.565,,2081.0,132.124,
Yale-TB177,28131,Prevotella,Prevotella intermedia,,147.0,9.3331,,30.0,1.9047,
Yale-TB177,47671,Lautropia,Lautropia mirabilis,,3096.0,196.567,,2372.0,150.6,
Yale-TB177,3049954,Orthopneumovirus,Orthopneumovirus hominis,,4.0,0.254,,4.0,0.254,
Yale-TB177,488,Neisseria,Neisseria mucosa,,14663.0,930.964,,1069.0,67.8716,
Yale-TB177,1659,Actinomyces,Actinomyces israelii,,1130.0,71.7445,,649.0,41.2055,
Yale-TB177,28449,Neisseria,Neisseria subflava,,3134.0,198.98,,2338.0,148.441,
Yale-TB177,712435,Porphyromonas,Porphyromonas sp. oral taxon 275,,1860.0,118.093,,181.0,11.4918,
Yale-TB177,1302,Streptococcus,Streptococcus gordonii,,4339.0,275.486,,2737.0,173.774,
Yale-TB177,2047,Rothia,Rothia dentocariosa,,666.0,42.2848,,676.0,42.9197,
Yale-TB177,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,4.0,0.254,,0,0,
Yale-TB177,1656,Actinomyces,Actinomyces viscosus,,631.0,40.0626,,1773.0,112.569,
Yale-TB177,1773,Mycobacterium,Mycobacterium tuberculosis,,9141454.0,580398.0,,9088322.0,577024.0,
Yale-TB177,55565,Actinomyces,Actinomyces graevenitzii,,3461.0,219.741,,2809.0,178.345,
Yale-TB162,1304,Streptococcus,Streptococcus salivarius,,97.0,25.068,,79.0,20.4162,
Yale-TB162,712435,Porphyromonas,Porphyromonas sp. oral taxon 275,,24.0,6.2024,,0,0,
Yale-TB162,1313,Streptococcus,Streptococcus pneumoniae,,59.0,15.2476,,212.0,54.7879,
Yale-TB162,38284,Corynebacterium,Corynebacterium accolens,,10.0,2.5843,,8.0,2.0675,
Yale-TB162,1773,Mycobacterium,Mycobacterium tuberculosis,,2012358.0,520060.0,,1943813.0,502346.0,
Yale-TB162,28037,Streptococcus,Streptococcus mitis,,171.0,44.1921,,125.0,32.3042,
Yale-TB162,489632,Pseudomonas,Pseudomonas chengduensis,,2.0,0.5169,,0,0,
Yale-TB162,376,Bradyrhizobium,Bradyrhizobium sp.,,0,0,,2.0,0.5169,
Yale-TB162,2827834,"",Siphoviridae sp. ctJ0s2,,20.0,5.1687,,0,0,
Yale-TB162,296,Pseudomonas,Pseudomonas fragi,,2.0,0.5169,,0,0,
Yale-TB162,137732,Granulicatella,Granulicatella elegans,,1.0,0.2584,,0,0,
Yale-TB162,573,Klebsiella,Klebsiella pneumoniae,,6.0,1.5506,,2254.0,582.509,
Yale-TB162,1303,Streptococcus,Streptococcus oralis,,436.0,112.677,,323.0,83.474,
Yale-TB162,470565,Prevotella,Prevotella histicola,,0,0,,1.0,0.2584,
Yale-TB162,2610896,Streptococcus,Streptococcus sp. LPB0220,,30.0,7.753,,1.0,0.2584,
Yale-TB162,43675,Rothia,Rothia mucilaginosa,,13550.0,3501.77,,9741.0,2517.4,
Yale-TB162,300,Pseudomonas,Pseudomonas mendocina,,3.0,0.7753,,1.0,0.2584,
Yale-TB162,1318,Streptococcus,Streptococcus parasanguinis,,29.0,7.4946,,56.0,14.4723,
Yale-TB162,216778,Stenotrophomonas,Stenotrophomonas rhizophila,,10.0,2.5843,,0,0,
Yale-TB162,216816,Bifidobacterium,Bifidobacterium longum,,6.0,1.5506,,123.0,31.7873,
Yale-TB162,706438,Actinomyces,Actinomyces sp. oral taxon 171,,5223.0,1349.8,,5270.0,1361.94,
Yale-TB162,172042,Rothia,Rothia aeria,,137.0,35.4054,,107.0,27.6524,
Yale-TB162,2789425,Actinomyces,Actinomyces sp. HMT 175,,3121.0,806.57,,619.0,159.97,
