strain	study	continent	region	lineage	spoligotype	res_profile	INH	STR	RIF	EMB	ETH	PZA	OFL	KAN	num_res	country	date
ERR047005	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR047006	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR047007	Walker et al., 2013	Europe	Northern_Europe	LIN-4	UNKNOWN	susceptible	0	0	0	0	0	0	0	0	0	UK	2007-XX-XX
ERR047008	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR047009	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T3	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR047010	Walker et al., 2013	Europe	Northern_Europe	LIN-4	LAM9	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR047011	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T3	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR047012	Walker et al., 2013	Europe	Northern_Europe	LIN-4	LAM9	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR047013	Walker et al., 2013	Europe	Northern_Europe	LIN-4	S	susceptible	0	0	0	0	0	0	0	0	0	UK	2006-XX-XX
ERR047014	Walker et al., 2013	Europe	Northern_Europe	LIN-4	UNKNOWN	susceptible	0	0	0	0	0	0	0	0	0	UK	2007-XX-XX
ERR047016	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR072019	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T3	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR072020	Walker et al., 2013	Europe	Northern_Europe	LIN-4	X2	susceptible	0	0	0	0	0	0	0	0	0	UK	2005-XX-XX
ERR072021	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS1-Delhi	susceptible	0	0	0	0	0	0	0	0	0	UK	2009-XX-XX
ERR072022	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS1-Delhi	susceptible	0	0	0	0	0	0	0	0	0	UK	2009-XX-XX
ERR072023	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS	susceptible	0	0	0	0	0	0	0	0	0	UK	2007-XX-XX
ERR072024	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS	susceptible	0	0	0	0	0	0	0	0	0	UK	2007-XX-XX
ERR072025	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR072026	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS1-Delhi	susceptible	0	0	0	0	0	0	0	0	0	UK	2002-XX-XX
ERR072027	Walker et al., 2013	Europe	Northern_Europe	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	UK	2007-XX-XX
ERR072028	Walker et al., 2013	Europe	Northern_Europe	LIN-4	X3	susceptible	0	0	0	0	0	0	0	0	0	UK	2006-XX-XX
ERR072029	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS	susceptible	0	0	0	0	0	0	0	0	0	UK	2007-XX-XX
ERR072030	Walker et al., 2013	Europe	Northern_Europe	LIN-4	UNKNOWN	susceptible	0	0	0	0	0	0	0	0	0	UK	2007-XX-XX
ERR072031	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS1-Delhi	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR072032	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS1-Delhi	susceptible	0	0	0	0	0	0	0	0	0	UK	2005-XX-XX
ERR072034	Walker et al., 2013	Europe	Northern_Europe	LIN-4	X2	susceptible	0	0	0	0	0	0	0	0	0	UK	1998-XX-XX
ERR072035	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T3	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR072036	Walker et al., 2013	Europe	Northern_Europe	LIN-4	X2	susceptible	0	0	0	0	0	0	0	0	0	UK	1999-XX-XX
ERR072037	Walker et al., 2013	Europe	Northern_Europe	LIN-4	S	susceptible	0	0	0	0	0	0	0	0	0	UK	2005-XX-XX
ERR072039	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	UK	2006-XX-XX
ERR072040	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS1-Delhi	susceptible	0	0	0	0	0	0	0	0	0	UK	2006-XX-XX
ERR072041	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T5	susceptible	0	0	0	0	0	0	0	0	0	UK	2009-XX-XX
ERR072042	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T5	susceptible	0	0	0	0	0	0	0	0	0	UK	2009-XX-XX
ERR072044	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T5	susceptible	0	0	0	0	0	0	0	0	0	UK	2011-XX-XX
ERR072045	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T5	susceptible	0	0	0	0	0	0	0	0	0	UK	2010-XX-XX
ERR072046	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T5	susceptible	0	0	0	0	0	0	0	0	0	UK	2009-XX-XX
ERR072047	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T5	susceptible	0	0	0	0	0	0	0	0	0	UK	2009-XX-XX
ERR072048	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T5	susceptible	0	0	0	0	0	0	0	0	0	UK	2009-XX-XX
ERR072050	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T5	susceptible	0	0	0	0	0	0	0	0	0	UK	2009-XX-XX
ERR072051	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T5	susceptible	0	0	0	0	0	0	0	0	0	UK	2010-XX-XX
ERR072065	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	UK	2011-XX-XX
ERR072072	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS	susceptible	0	0	0	0	0	0	0	0	0	UK	2010-XX-XX
ERR072077	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	UK	2011-XX-XX
ERR072080	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	UK	2011-XX-XX
ERR072087	Walker et al., 2013	Europe	Northern_Europe	LIN-4	X1	susceptible	0	0	0	0	0	0	0	0	0	UK	2007-XX-XX
ERR072088	Walker et al., 2013	Europe	Northern_Europe	LIN-4	X1,T3	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR072089	Walker et al., 2013	Europe	Northern_Europe	LIN-4	X1,T3	susceptible	0	0	0	0	0	0	0	0	0	UK	2006-XX-XX
ERR072090	Walker et al., 2013	Europe	Northern_Europe	LIN-4	X1,T3	susceptible	0	0	0	0	0	0	0	0	0	UK	2008-XX-XX
ERR072094	Walker et al., 2013	Europe	Northern_Europe	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	UK	2009-XX-XX
ERR072095	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	UK	1998-XX-XX
ERR072096	Walker et al., 2013	Europe	Northern_Europe	LIN-4	X1	susceptible	0	0	0	0	0	0	0	0	0	UK	2006-XX-XX
ERR125598	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	1999-XX-XX
ERR125599	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	1999-XX-XX
ERR125600	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2006-XX-XX
ERR125601	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2004-XX-XX
ERR125602	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2005-XX-XX
ERR125603	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2005-XX-XX
ERR125604	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2007-XX-XX
ERR125605	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2003-XX-XX
ERR125606	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	1999-XX-XX
ERR125607	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR125608	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2005-XX-XX
ERR125609	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2008-XX-XX
ERR125610	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR125611	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2007-XX-XX
ERR125612	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2008-XX-XX
ERR125613	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2007-XX-XX
ERR125614	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2007-XX-XX
ERR125615	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2008-XX-XX
ERR125616	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2007-XX-XX
ERR125617	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2008-XX-XX
ERR125618	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2004-XX-XX
ERR125619	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR125620	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR125621	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR125622	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR125623	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR125624	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR125625	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR125626	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR125627	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR125628	Biek et al., 2012	Europe	Northern_Europe	LIN-B	BOV_2	susceptible	0	0	0	0	0	0	0	0	0	Ireland	2010-XX-XX
ERR158599	Casali et al., 2014	Europe	Northern_Europe	LIN-4	UNKNOWN	susceptible	0	0	0	0	0	0	0	0	0	UK	2011-XX-XX
ERR158601	Casali et al., 2014	Europe	Northern_Europe	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	UK	2011-XX-XX
ERR158603	Casali et al., 2014	Europe	Northern_Europe	LIN-1	EAI3-IND	susceptible	0	0	0	0	0	0	0	0	0	UK	2011-XX-XX
ERR158604	Casali et al., 2014	Europe	Northern_Europe	LIN-3	CAS1-Delhi	susceptible	0	0	0	0	0	0	0	0	0	UK	2011-XX-XX
ERR158605	Casali et al., 2014	Europe	Northern_Europe	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	UK	2011-XX-XX
ERR234272	Comas et al., 2013	Europe	Northern_Europe	LIN-1	EAI6-BGD1	susceptible	0	0	0	0	0	0	0	0	0	UK	20XX-XX-XX
ERR234273	Comas et al., 2013	Europe	Northern_Europe	LIN-3	CAS	susceptible	0	0	0	0	0	0	0	0	0	UK	20XX-XX-XX
ERR550738	Merker et al., 2015	Europe	Northern_Europe	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Denmark	20XX-XX-XX
ERR551370	Merker et al., 2015	Europe	Northern_Europe	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Denmark	20XX-XX-XX
ERR552830	Merker et al., 2015	Europe	Northern_Europe	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Denmark	20XX-XX-XX
PRJNA229207	TBARC.Sweden	Europe	Northern_Europe	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2003-XX-XX
PRJNA229210	TBARC.Sweden	Europe	Northern_Europe	LIN-4	T3	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2007-XX-XX
PRJNA229213	TBARC.Sweden	Europe	Northern_Europe	LIN-B	BOV_1	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2003-XX-XX
PRJNA229215	TBARC.Sweden	Europe	Northern_Europe	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2003-XX-XX
PRJNA229225	TBARC.Sweden	Europe	Northern_Europe	LIN-3	CAS1-Kili	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2004-XX-XX
PRJNA229233	TBARC.Sweden	Europe	Northern_Europe	LIN-4	LAM9	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2006-XX-XX
PRJNA229240	TBARC.Sweden	Europe	Northern_Europe	LIN-4	LAM9	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2007-XX-XX
PRJNA229247	TBARC.Sweden	Europe	Northern_Europe	LIN-4	H37Rv	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2007-XX-XX
PRJNA229260	TBARC.Sweden	Europe	Northern_Europe	LIN-4	UNKNOWN	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2007-XX-XX
PRJNA229277	TBARC.Sweden	Europe	Northern_Europe	LIN-1	UNKNOWN	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2008-XX-XX
PRJNA229294	TBARC.Sweden	Europe	Northern_Europe	LIN-3	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2009-XX-XX
PRJNA229334	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2011-XX-XX
PRJNA229350	TBARC.Sweden	Europe	Northern_Europe	LIN-3	CAS1-Delhi	susceptible	0	0	0	0	0	0	0	0	0	Sweden	2012-XX-XX
ERR551680	Merker et al., 2015	Oceania	Polynesia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Kiribati	2010-XX-XX
ERR551688	Merker et al., 2015	Oceania	Polynesia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Kiribati	2010-XX-XX
ERR552444	Merker et al., 2015	Oceania	Polynesia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Kiribati	2010-XX-XX
ERR552894	Merker et al., 2015	Oceania	Polynesia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Kiribati	2010-XX-XX
ERR552331	Merker et al., 2015	South_America	South_America	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Peru	20XX-XX-XX
ERR552787	Merker et al., 2015	South_America	South_America	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Peru	20XX-XX-XX
ERR234152	Comas et al., 2013	Asia	Southeastern_Asia	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234170	Comas et al., 2013	Asia	Southeastern_Asia	LIN-4	H1	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234180	Comas et al., 2013	Asia	Southeastern_Asia	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234190	Comas et al., 2013	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234193	Comas et al., 2013	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234207	Comas et al., 2013	Asia	Southeastern_Asia	LIN-1	ZERO	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234208	Comas et al., 2013	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234209	Comas et al., 2013	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234210	Comas et al., 2013	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234211	Comas et al., 2013	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234242	Comas et al., 2013	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234243	Comas et al., 2013	Asia	Southeastern_Asia	LIN-4	H3	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR234244	Comas et al., 2013	Asia	Southeastern_Asia	LIN-4	H3	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	20XX-XX-XX
ERR551086	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	2003-XX-XX
ERR551225	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Thailand	2006-XX-XX
ERR551928	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Indonesia	2002-XX-XX
ERR551930	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Thailand	2011-XX-XX
ERR552689	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Thailand	2003-XX-XX
ERR552755	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	2001-XX-XX
ERR552912	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Vietnam	2005-XX-XX
ERR553274	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Thailand	2011-XX-XX
ERR029203	Bryant et al., 2013	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	1957-XX-XX
ERR550739	Merker et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2004-XX-XX
ERR551071	Merker et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Swaziland	2009-XX-XX
ERR551079	Merker et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Swaziland	2009-XX-XX
ERR551854	Merker et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Swaziland	2009-XX-XX
ERR551982	Merker et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Swaziland	2009-XX-XX
ERR552743	Merker et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Swaziland	2009-XX-XX
ERR553156	Merker et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Swaziland	2009-XX-XX
ERR553324	Merker et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Swaziland	2009-XX-XX
ERR619080	Merker et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	Swaziland	2009-XX-XX
PRJNA198109	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM3	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198123	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198142	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198149	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	X3	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2009-XX-XX
PRJNA198153	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2009-XX-XX
PRJNA198161	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	H37Rv	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2010-XX-XX
PRJNA198175	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2010-XX-XX
PRJNA198176	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM4	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198177	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198178	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM3	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198179	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM4	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198180	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM4	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198181	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198182	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	T2	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198183	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198184	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM3	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198186	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM4	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA198187	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	20XX-XX-XX
PRJNA198189	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2008-XX-XX
PRJNA218262	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	S	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2012-XX-XX
PRJNA218263	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218264	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218265	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	H3	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218266	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218268	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	T1	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218271	Cohen et al., 2015	Africa	Southern_Africa	LIN-3	CAS1-Delhi	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218272	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218273	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	MANU3,LAM3	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218274	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218275	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218276	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218278	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM3	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218286	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218310	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM3	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218311	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	T1,S	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218312	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	T4	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA218313	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2013-XX-XX
PRJNA228002	TBARC.MRC	Africa	Southern_Africa	LIN-4	X1	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2009-XX-XX
PRJNA235395	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	susceptible	0	0	0	0	0	0	0	0	0	South Africa	2012-XX-XX
