,strain,study,continent,region,lineage,spoligotype,res_profile,INH,STR,RIF,EMB,ETH,PZA,OFL,KAN,num_res,country,date,Original_ID,Sample_Type,Sample_source,CT,starting_quant,Primer_Conc,NGS_Run_ID,numreads,covbases,coverage,meandepth,mykrobe_lineage,Template_dilution,Amikacin,Capreomycin,Ciprofloxacin,Delamanid,Levofloxacin,Linezolid,Moxifloxacin,NA
4954,ERR025432,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4955,ERR025433,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2003-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4956,ERR025434,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1994-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4957,ERR025435,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1994-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4958,ERR025436,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1995-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4959,ERR025438,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1993-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4960,ERR025440,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T2,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4961,ERR025441,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2006-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4962,ERR025442,"Bryant et al., 2013",Europe,Western_Europe,LIN-1,EAI2-nonthaburi,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4963,ERR025443,"Bryant et al., 2013",Europe,Western_Europe,LIN-1,EAI2-nonthaburi,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4964,ERR025444,"Bryant et al., 2013",Europe,Western_Europe,LIN-1,EAI2-nonthaburi,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4965,ERR025445,"Bryant et al., 2013",Europe,Western_Europe,LIN-1,EAI2-nonthaburi,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4966,ERR025446,"Bryant et al., 2013",Europe,Western_Europe,LIN-1,EAI2-nonthaburi,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2002-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4967,ERR025447,"Bryant et al., 2013",Europe,Western_Europe,LIN-1,EAI2-nonthaburi,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4968,ERR025448,"Bryant et al., 2013",Europe,Western_Europe,LIN-1,EAI2-nonthaburi,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4969,ERR025450,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1992-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4970,ERR025451,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,"LAM3,H3",susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1994-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4971,ERR025452,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4972,ERR025453,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1992-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4973,ERR025454,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1993-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4974,ERR025455,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1992-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,ERR025456,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM9,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,ERR025457,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM2,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2004-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4977,ERR025458,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,"LAM3,H3",susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1993-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4978,ERR025459,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,"LAM3,H3",susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1994-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4979,ERR025460,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,"LAM3,H3",susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1994-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4980,ERR026472,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4981,ERR026473,"Bryant et al., 2013",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1995-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4982,ERR026474,"Bryant et al., 2013",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2003-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4983,ERR026475,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T2,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4984,ERR026478,"Bryant et al., 2013",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2004-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4985,ERR026479,"Bryant et al., 2013",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4986,ERR026480,"Bryant et al., 2013",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4987,ERR026481,"Bryant et al., 2013",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4988,ERR026482,"Bryant et al., 2013",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2002-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4989,ERR028610,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2001-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4990,ERR028615,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1994-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4991,ERR028616,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1994-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4992,ERR028617,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4993,ERR028620,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM2,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2004-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4994,ERR028621,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4995,ERR029201,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T2,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4996,ERR029202,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T2,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,ERR029206,"Bryant et al., 2013",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4998,ERR029207,"Bryant et al., 2013",Europe,Western_Europe,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2005-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4999,ERR029211,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T2,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2007-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5000,ERR234154,"Comas et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,ERR234155,"Comas et al., 2013",Europe,Western_Europe,LIN-1,UNKNOWN,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,ERR234156,"Comas et al., 2013",Europe,Western_Europe,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5003,ERR234157,"Comas et al., 2013",Europe,Western_Europe,LIN-1,EAI4-VNM,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,ERR234168,"Comas et al., 2013",Europe,Western_Europe,LIN-3,CAS,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5005,ERR234169,"Comas et al., 2013",Europe,Western_Europe,LIN-1,EAI3-IND,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5006,ERR234174,"Comas et al., 2013",Europe,Western_Europe,LIN-4,S,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5007,ERR234175,"Comas et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5008,ERR234177,"Comas et al., 2013",Europe,Western_Europe,LIN-4,H3,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5009,ERR234178,"Comas et al., 2013",Europe,Western_Europe,LIN-3,CAS1-Delhi,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5010,ERR234181,"Comas et al., 2013",Europe,Western_Europe,LIN-3,CAS1-Delhi,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5011,ERR234182,"Comas et al., 2013",Europe,Western_Europe,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5012,ERR234185,"Comas et al., 2013",Europe,Western_Europe,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5013,ERR234188,"Comas et al., 2013",Europe,Western_Europe,LIN-3,CAS1-Delhi,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,ERR234189,"Comas et al., 2013",Europe,Western_Europe,LIN-3,CAS1-Delhi,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5015,ERR234191,"Comas et al., 2013",Europe,Western_Europe,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5016,ERR234192,"Comas et al., 2013",Europe,Western_Europe,LIN-3,CAS2,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5017,ERR234194,"Comas et al., 2013",Europe,Western_Europe,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5018,ERR234196,"Comas et al., 2013",Europe,Western_Europe,LIN-3,CAS1-Delhi,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5019,ERR234197,"Comas et al., 2013",Europe,Western_Europe,LIN-1,EAI6-BGD1,susceptible,0,0,0,0,0,0,0,0,0,Germany,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5020,ERR234257,"Comas et al., 2013",Europe,Western_Europe,LIN-6,AFRI_1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,20XX-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,ERR257891,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM9,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1994-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5022,ERR257892,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM9,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1994-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5023,ERR257893,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1994-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5024,ERR257894,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1995-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5025,ERR257895,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1995-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5026,ERR257896,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,H1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5027,ERR257897,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,H1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5028,ERR257899,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5029,ERR257900,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,ERR257901,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,ERR257902,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM9,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5032,ERR257903,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5033,ERR257904,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,H1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5034,ERR257905,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5035,ERR257906,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5036,ERR257907,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM7-TUR,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5037,ERR257908,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5038,ERR257909,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,T5-Madrid2,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2004-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5039,ERR257910,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1994-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5040,ERR257911,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5041,ERR257912,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5042,ERR257913,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2001-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5043,ERR257914,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1995-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5044,ERR257915,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5045,ERR257916,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5046,ERR257917,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5047,ERR257918,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,2004-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5048,ERR257919,"Bryant et al., 2013",Europe,Western_Europe,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Netherlands,1995-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
