sample	name	start	end	depth
Yale-TB165	Rv1694	1917939	1918747	8
Yale-TB165	Rv1908c	2153888	2156112	0
Yale-TB165	Rv2043c	2288676	2289272	14
Yale-TB165	Rv2416c	2714123	2715372	3
Yale-TB165	Rv2428	2726093	2726194	0
Yale-TB165	Rv2535c	2859299	2860451	0
Yale-TB165	Rv2983	3339068	3339763	6
Yale-TB165	Rv3261	3640493	3642882	2
Yale-TB165	Rv3547	3986794	3987300	1
Yale-TB165	Rv3795	4246586	4249653	8
Yale-TB165	Rv3854c	4326003	4327548	9
Yale-TB166	MTB000019	1473245	1473331	390
Yale-TB166	MTB000020	1473657	1476796	3329
Yale-TB166	Rv0005	6571	6762	1
Yale-TB166	Rv0006	7360	7583	195
Yale-TB166	Rv0407	490733	491794	5
Yale-TB166	Rv0667	760307	761286	105
Yale-TB166	Rv0676c	775585	778906	5
Yale-TB166	Rv0678	778906	779488	1
Yale-TB166	Rv0701	800793	801462	4
Yale-TB166	Rv1173	1302805	1305502	7
Yale-TB166	Rv1305	1460997	1461291	0
Yale-TB166	Rv1483	1673409	1675012	6
Yale-TB166	Rv1694	1917939	1918747	4
Yale-TB166	Rv1908c	2153888	2156112	4
Yale-TB166	Rv2043c	2288676	2289272	12
Yale-TB166	Rv2416c	2714123	2715372	5
Yale-TB166	Rv2428	2726093	2726194	12
Yale-TB166	Rv2535c	2859299	2860451	1
Yale-TB166	Rv2983	3339068	3339763	7
Yale-TB166	Rv3261	3640493	3642882	4
Yale-TB166	Rv3547	3986794	3987300	6
Yale-TB166	Rv3795	4246586	4249653	5
Yale-TB166	Rv3854c	4326003	4327548	6
Yale-TB167	MTB000019	1473245	1473331	152
Yale-TB167	MTB000020	1473657	1476796	599
Yale-TB167	Rv0005	6571	6762	29
Yale-TB167	Rv0006	7360	7583	2814
Yale-TB167	Rv0407	490733	491794	483
Yale-TB167	Rv0667	760307	761286	694
Yale-TB167	Rv0676c	775585	778906	434
Yale-TB167	Rv0678	778906	779488	57
Yale-TB167	Rv0701	800793	801462	353
Yale-TB167	Rv1173	1302805	1305502	546
Yale-TB167	Rv1305	1460997	1461291	30
Yale-TB167	Rv1483	1673409	1675012	279
Yale-TB167	Rv1694	1917939	1918747	335
Yale-TB167	Rv1908c	2153888	2156112	186
Yale-TB167	Rv2043c	2288676	2289272	1459
Yale-TB167	Rv2416c	2714123	2715372	415
Yale-TB167	Rv2428	2726093	2726194	487
Yale-TB167	Rv2535c	2859299	2860451	133
Yale-TB167	Rv2983	3339068	3339763	626
Yale-TB167	Rv3261	3640493	3642882	263
Yale-TB167	Rv3547	3986794	3987300	522
Yale-TB167	Rv3795	4246586	4249653	374
Yale-TB167	Rv3854c	4326003	4327548	617
Yale-TB168	MTB000019	1473245	1473331	232
Yale-TB168	MTB000020	1473657	1476796	207
Yale-TB168	Rv0005	6571	6762	35
Yale-TB168	Rv0006	7360	7583	2486
Yale-TB168	Rv0407	490733	491794	637
Yale-TB168	Rv0667	760307	761286	513
Yale-TB168	Rv0676c	775585	778906	368
Yale-TB168	Rv0678	778906	779488	75
Yale-TB168	Rv0701	800793	801462	256
Yale-TB168	Rv1173	1302805	1305502	424
Yale-TB168	Rv1305	1460997	1461291	38
Yale-TB168	Rv1483	1673409	1675012	260
Yale-TB168	Rv1694	1917939	1918747	244
Yale-TB168	Rv1908c	2153888	2156112	162
Yale-TB168	Rv2043c	2288676	2289272	911
Yale-TB168	Rv2416c	2714123	2715372	329
Yale-TB168	Rv2428	2726093	2726194	363
Yale-TB168	Rv2535c	2859299	2860451	99
Yale-TB168	Rv2983	3339068	3339763	534
Yale-TB168	Rv3261	3640493	3642882	235
Yale-TB168	Rv3547	3986794	3987300	473
Yale-TB168	Rv3795	4246586	4249653	437
Yale-TB168	Rv3854c	4326003	4327548	545
Yale-TB169	MTB000019	1473245	1473331	76
Yale-TB169	MTB000020	1473657	1476796	99
Yale-TB169	Rv0005	6571	6762	21
Yale-TB169	Rv0006	7360	7583	670
Yale-TB169	Rv0407	490733	491794	305
Yale-TB169	Rv0667	760307	761286	296
Yale-TB169	Rv0676c	775585	778906	202
Yale-TB169	Rv0678	778906	779488	45
Yale-TB169	Rv0701	800793	801462	157
Yale-TB169	Rv1173	1302805	1305502	264
Yale-TB169	Rv1305	1460997	1461291	31
Yale-TB169	Rv1483	1673409	1675012	180
Yale-TB169	Rv1694	1917939	1918747	152
Yale-TB169	Rv1908c	2153888	2156112	124
Yale-TB169	Rv2043c	2288676	2289272	570
Yale-TB169	Rv2416c	2714123	2715372	201
Yale-TB169	Rv2428	2726093	2726194	245
Yale-TB169	Rv2535c	2859299	2860451	65
Yale-TB169	Rv2983	3339068	3339763	296
Yale-TB169	Rv3261	3640493	3642882	116
Yale-TB169	Rv3547	3986794	3987300	203
Yale-TB169	Rv3795	4246586	4249653	187
Yale-TB169	Rv3854c	4326003	4327548	214
Yale-TB170	MTB000019	1473245	1473331	157
Yale-TB170	MTB000020	1473657	1476796	84
Yale-TB170	Rv0005	6571	6762	49
Yale-TB170	Rv0006	7360	7583	1993
Yale-TB170	Rv0407	490733	491794	491
Yale-TB170	Rv0667	760307	761286	508
Yale-TB170	Rv0676c	775585	778906	399
Yale-TB170	Rv0678	778906	779488	85
Yale-TB170	Rv0701	800793	801462	291
Yale-TB170	Rv1173	1302805	1305502	571
Yale-TB170	Rv1305	1460997	1461291	36
Yale-TB170	Rv1483	1673409	1675012	300
Yale-TB170	Rv1694	1917939	1918747	328
Yale-TB170	Rv1908c	2153888	2156112	173
Yale-TB170	Rv2043c	2288676	2289272	1302
Yale-TB170	Rv2416c	2714123	2715372	383
Yale-TB170	Rv2428	2726093	2726194	436
Yale-TB170	Rv2535c	2859299	2860451	132
Yale-TB170	Rv2983	3339068	3339763	676
Yale-TB170	Rv3261	3640493	3642882	236
Yale-TB170	Rv3547	3986794	3987300	415
Yale-TB170	Rv3795	4246586	4249653	353
Yale-TB170	Rv3854c	4326003	4327548	440
Yale-TB171	MTB000019	1473245	1473331	337
Yale-TB171	MTB000020	1473657	1476796	235
Yale-TB171	Rv0005	6571	6762	88
Yale-TB171	Rv0006	7360	7583	4135
Yale-TB171	Rv0407	490733	491794	992
Yale-TB171	Rv0667	760307	761286	984
Yale-TB171	Rv0676c	775585	778906	748
Yale-TB171	Rv0678	778906	779488	203
Yale-TB171	Rv0701	800793	801462	527
Yale-TB171	Rv1173	1302805	1305502	990
Yale-TB171	Rv1305	1460997	1461291	92
Yale-TB171	Rv1483	1673409	1675012	562
Yale-TB171	Rv1694	1917939	1918747	559
Yale-TB171	Rv1908c	2153888	2156112	344
Yale-TB171	Rv2043c	2288676	2289272	2068
Yale-TB171	Rv2416c	2714123	2715372	721
Yale-TB171	Rv2428	2726093	2726194	795
Yale-TB171	Rv2535c	2859299	2860451	238
Yale-TB171	Rv2983	3339068	3339763	1069
Yale-TB171	Rv3261	3640493	3642882	451
Yale-TB171	Rv3547	3986794	3987300	853
Yale-TB171	Rv3795	4246586	4249653	670
Yale-TB171	Rv3854c	4326003	4327548	896
Yale-TB172	MTB000019	1473245	1473331	141
Yale-TB172	MTB000020	1473657	1476796	49
Yale-TB172	Rv0005	6571	6762	1
Yale-TB172	Rv0006	7360	7583	137
Yale-TB172	Rv0407	490733	491794	8
Yale-TB172	Rv0667	760307	761286	125
Yale-TB172	Rv0676c	775585	778906	55
Yale-TB172	Rv0678	778906	779488	22
Yale-TB172	Rv0701	800793	801462	94
Yale-TB172	Rv1173	1302805	1305502	39
Yale-TB172	Rv1305	1460997	1461291	1
Yale-TB172	Rv1483	1673409	1675012	7
Yale-TB172	Rv1694	1917939	1918747	78
Yale-TB172	Rv1908c	2153888	2156112	4
Yale-TB172	Rv2043c	2288676	2289272	472
Yale-TB172	Rv2416c	2714123	2715372	72
Yale-TB172	Rv2428	2726093	2726194	58
Yale-TB172	Rv2535c	2859299	2860451	13
Yale-TB172	Rv2983	3339068	3339763	176
Yale-TB172	Rv3261	3640493	3642882	16
Yale-TB172	Rv3547	3986794	3987300	98
Yale-TB172	Rv3795	4246586	4249653	18
Yale-TB172	Rv3854c	4326003	4327548	61
Yale-TB173	MTB000019	1473245	1473331	54
Yale-TB173	MTB000020	1473657	1476796	61
Yale-TB173	Rv0005	6571	6762	0
Yale-TB173	Rv0006	7360	7583	17
Yale-TB173	Rv0407	490733	491794	1
Yale-TB173	Rv0667	760307	761286	17
Yale-TB173	Rv0676c	775585	778906	3
Yale-TB173	Rv0678	778906	779488	0
Yale-TB173	Rv0701	800793	801462	2
Yale-TB173	Rv1173	1302805	1305502	13
Yale-TB173	Rv1305	1460997	1461291	0
Yale-TB173	Rv1483	1673409	1675012	3
Yale-TB173	Rv1694	1917939	1918747	7
Yale-TB173	Rv1908c	2153888	2156112	2
Yale-TB173	Rv2043c	2288676	2289272	21
Yale-TB173	Rv2416c	2714123	2715372	6
Yale-TB173	Rv2428	2726093	2726194	4
Yale-TB173	Rv2535c	2859299	2860451	3
Yale-TB173	Rv2983	3339068	3339763	13
Yale-TB173	Rv3261	3640493	3642882	3
Yale-TB173	Rv3547	3986794	3987300	9
Yale-TB173	Rv3795	4246586	4249653	6
Yale-TB173	Rv3854c	4326003	4327548	6
Yale-TB174	MTB000019	1473245	1473331	1596
Yale-TB174	MTB000020	1473657	1476796	711
Yale-TB174	Rv0005	6571	6762	22
Yale-TB174	Rv0006	7360	7583	388
Yale-TB174	Rv0407	490733	491794	321
Yale-TB174	Rv0667	760307	761286	411
Yale-TB174	Rv0676c	775585	778906	211
Yale-TB174	Rv0678	778906	779488	54
Yale-TB174	Rv0701	800793	801462	144
Yale-TB174	Rv1173	1302805	1305502	286
Yale-TB174	Rv1305	1460997	1461291	28
Yale-TB174	Rv1483	1673409	1675012	179
Yale-TB174	Rv1694	1917939	1918747	130
Yale-TB174	Rv1908c	2153888	2156112	120
Yale-TB174	Rv2043c	2288676	2289272	408
Yale-TB174	Rv2416c	2714123	2715372	193
Yale-TB174	Rv2428	2726093	2726194	309
Yale-TB174	Rv2535c	2859299	2860451	65
Yale-TB174	Rv2983	3339068	3339763	292
Yale-TB174	Rv3261	3640493	3642882	120
Yale-TB174	Rv3547	3986794	3987300	209
Yale-TB174	Rv3795	4246586	4249653	194
Yale-TB174	Rv3854c	4326003	4327548	205
Yale-TB175	MTB000019	1473245	1473331	3
Yale-TB175	MTB000020	1473657	1476796	5
Yale-TB175	Rv0005	6571	6762	0
Yale-TB175	Rv0006	7360	7583	4
Yale-TB175	Rv0407	490733	491794	1
Yale-TB175	Rv0667	760307	761286	35
Yale-TB175	Rv0676c	775585	778906	0
Yale-TB175	Rv0678	778906	779488	0
Yale-TB175	Rv0701	800793	801462	0
Yale-TB175	Rv1173	1302805	1305502	6
Yale-TB175	Rv1305	1460997	1461291	0
Yale-TB175	Rv1483	1673409	1675012	3
Yale-TB175	Rv1694	1917939	1918747	10
Yale-TB175	Rv1908c	2153888	2156112	1
Yale-TB175	Rv2043c	2288676	2289272	29
Yale-TB175	Rv2416c	2714123	2715372	7
Yale-TB175	Rv2428	2726093	2726194	3
Yale-TB175	Rv2535c	2859299	2860451	2
Yale-TB175	Rv2983	3339068	3339763	8
Yale-TB175	Rv3261	3640493	3642882	4
Yale-TB175	Rv3547	3986794	3987300	3
Yale-TB175	Rv3795	4246586	4249653	4
Yale-TB175	Rv3854c	4326003	4327548	8
Yale-TB176	MTB000019	1473245	1473331	187
Yale-TB176	MTB000020	1473657	1476796	1207
Yale-TB176	Rv0005	6571	6762	1
Yale-TB176	Rv0006	7360	7583	86
Yale-TB176	Rv0407	490733	491794	4
Yale-TB176	Rv0667	760307	761286	46
Yale-TB176	Rv0676c	775585	778906	4
Yale-TB176	Rv0678	778906	779488	1
Yale-TB176	Rv0701	800793	801462	4
Yale-TB176	Rv1173	1302805	1305502	4
Yale-TB176	Rv1305	1460997	1461291	1
Yale-TB176	Rv1483	1673409	1675012	7
Yale-TB176	Rv1694	1917939	1918747	3
Yale-TB176	Rv1908c	2153888	2156112	4
Yale-TB176	Rv2043c	2288676	2289272	5
Yale-TB176	Rv2416c	2714123	2715372	6
Yale-TB176	Rv2428	2726093	2726194	1
Yale-TB176	Rv2535c	2859299	2860451	1
Yale-TB176	Rv2983	3339068	3339763	5
Yale-TB176	Rv3261	3640493	3642882	2
Yale-TB176	Rv3547	3986794	3987300	4
Yale-TB176	Rv3795	4246586	4249653	4
Yale-TB176	Rv3854c	4326003	4327548	3
Yale-TB177	MTB000019	1473245	1473331	13
Yale-TB177	MTB000020	1473657	1476796	17
Yale-TB177	Rv0005	6571	6762	0
Yale-TB177	Rv0006	7360	7583	9
Yale-TB177	Rv0407	490733	491794	2
Yale-TB177	Rv0667	760307	761286	4
Yale-TB177	Rv0676c	775585	778906	2
Yale-TB177	Rv0678	778906	779488	2
Yale-TB177	Rv0701	800793	801462	1
Yale-TB177	Rv1173	1302805	1305502	4
Yale-TB177	Rv1305	1460997	1461291	1
Yale-TB177	Rv1483	1673409	1675012	1
Yale-TB177	Rv1694	1917939	1918747	5
Yale-TB177	Rv1908c	2153888	2156112	2
Yale-TB177	Rv2043c	2288676	2289272	14
Yale-TB177	Rv2416c	2714123	2715372	4
Yale-TB177	Rv2428	2726093	2726194	6
Yale-TB177	Rv2535c	2859299	2860451	2
Yale-TB177	Rv2983	3339068	3339763	4
Yale-TB177	Rv3261	3640493	3642882	2
Yale-TB177	Rv3547	3986794	3987300	4
Yale-TB177	Rv3795	4246586	4249653	2
Yale-TB177	Rv3854c	4326003	4327548	3
Yale-TB178	MTB000019	1473245	1473331	137
Yale-TB178	MTB000020	1473657	1476796	63
Yale-TB178	Rv0005	6571	6762	51
Yale-TB178	Rv0006	7360	7583	4450
Yale-TB178	Rv0407	490733	491794	454
Yale-TB178	Rv0667	760307	761286	421
Yale-TB178	Rv0676c	775585	778906	346
Yale-TB178	Rv0678	778906	779488	78
Yale-TB178	Rv0701	800793	801462	249
Yale-TB178	Rv1173	1302805	1305502	479
Yale-TB178	Rv1305	1460997	1461291	21
Yale-TB178	Rv1483	1673409	1675012	211
Yale-TB178	Rv1694	1917939	1918747	284
Yale-TB178	Rv1908c	2153888	2156112	112
Yale-TB178	Rv2043c	2288676	2289272	1280
Yale-TB178	Rv2416c	2714123	2715372	311
Yale-TB178	Rv2428	2726093	2726194	303
Yale-TB178	Rv2535c	2859299	2860451	89
Yale-TB178	Rv2983	3339068	3339763	571
Yale-TB178	Rv3261	3640493	3642882	201
Yale-TB178	Rv3547	3986794	3987300	336
Yale-TB178	Rv3795	4246586	4249653	357
Yale-TB178	Rv3854c	4326003	4327548	500
Yale-TB179	MTB000019	1473245	1473331	2
Yale-TB179	MTB000020	1473657	1476796	5
Yale-TB179	Rv0005	6571	6762	0
Yale-TB179	Rv0006	7360	7583	15
Yale-TB179	Rv0407	490733	491794	1
Yale-TB179	Rv0667	760307	761286	8
Yale-TB179	Rv0676c	775585	778906	1
Yale-TB179	Rv0678	778906	779488	0
Yale-TB179	Rv0701	800793	801462	2
Yale-TB179	Rv1173	1302805	1305502	14
Yale-TB179	Rv1305	1460997	1461291	1
Yale-TB179	Rv1483	1673409	1675012	4
Yale-TB179	Rv1694	1917939	1918747	10
Yale-TB179	Rv1908c	2153888	2156112	1
Yale-TB179	Rv2043c	2288676	2289272	19
Yale-TB179	Rv2416c	2714123	2715372	14
Yale-TB179	Rv2428	2726093	2726194	18
Yale-TB179	Rv2535c	2859299	2860451	2
Yale-TB179	Rv2983	3339068	3339763	18
Yale-TB179	Rv3261	3640493	3642882	4
Yale-TB179	Rv3547	3986794	3987300	3
Yale-TB179	Rv3795	4246586	4249653	5
Yale-TB179	Rv3854c	4326003	4327548	24
Yale-TB180	MTB000019	1473245	1473331	0
Yale-TB180	MTB000020	1473657	1476796	0
Yale-TB180	Rv0005	6571	6762	0
Yale-TB180	Rv0006	7360	7583	0
Yale-TB180	Rv0407	490733	491794	0
Yale-TB180	Rv0667	760307	761286	0
Yale-TB180	Rv0676c	775585	778906	0
Yale-TB180	Rv0678	778906	779488	0
Yale-TB180	Rv0701	800793	801462	0
Yale-TB180	Rv1173	1302805	1305502	0
Yale-TB180	Rv1305	1460997	1461291	0
Yale-TB180	Rv1483	1673409	1675012	0
Yale-TB180	Rv1694	1917939	1918747	0
Yale-TB180	Rv1908c	2153888	2156112	4
Yale-TB180	Rv2043c	2288676	2289272	0
Yale-TB180	Rv2416c	2714123	2715372	0
Yale-TB180	Rv2428	2726093	2726194	0
Yale-TB180	Rv2535c	2859299	2860451	0
Yale-TB180	Rv2983	3339068	3339763	0
Yale-TB180	Rv3261	3640493	3642882	0
Yale-TB180	Rv3547	3986794	3987300	0
Yale-TB180	Rv3795	4246586	4249653	0
Yale-TB180	Rv3854c	4326003	4327548	0
Yale-TB181	MTB000019	1473245	1473331	0
Yale-TB181	MTB000020	1473657	1476796	0
Yale-TB181	Rv0005	6571	6762	0
Yale-TB181	Rv0006	7360	7583	0
Yale-TB181	Rv0407	490733	491794	0
Yale-TB181	Rv0667	760307	761286	0
Yale-TB181	Rv0676c	775585	778906	0
Yale-TB181	Rv0678	778906	779488	0
Yale-TB181	Rv0701	800793	801462	0
Yale-TB181	Rv1173	1302805	1305502	0
Yale-TB181	Rv1305	1460997	1461291	0
Yale-TB181	Rv1483	1673409	1675012	0
Yale-TB181	Rv1694	1917939	1918747	0
Yale-TB181	Rv1908c	2153888	2156112	0
Yale-TB181	Rv2043c	2288676	2289272	0
Yale-TB181	Rv2416c	2714123	2715372	0
Yale-TB181	Rv2428	2726093	2726194	0
Yale-TB181	Rv2535c	2859299	2860451	0
Yale-TB181	Rv2983	3339068	3339763	0
Yale-TB181	Rv3261	3640493	3642882	0
Yale-TB181	Rv3547	3986794	3987300	0
Yale-TB181	Rv3795	4246586	4249653	0
Yale-TB181	Rv3854c	4326003	4327548	0
Yale-TB182	MTB000019	1473245	1473331	0
Yale-TB182	MTB000020	1473657	1476796	0
Yale-TB182	Rv0005	6571	6762	0
Yale-TB182	Rv0006	7360	7583	0
Yale-TB182	Rv0407	490733	491794	0
Yale-TB182	Rv0667	760307	761286	0
Yale-TB182	Rv0676c	775585	778906	0
Yale-TB182	Rv0678	778906	779488	0
Yale-TB182	Rv0701	800793	801462	1
Yale-TB182	Rv1173	1302805	1305502	0
Yale-TB182	Rv1305	1460997	1461291	0
Yale-TB182	Rv1483	1673409	1675012	0
Yale-TB182	Rv1694	1917939	1918747	0
Yale-TB182	Rv1908c	2153888	2156112	0
Yale-TB182	Rv2043c	2288676	2289272	0
Yale-TB182	Rv2416c	2714123	2715372	0
Yale-TB182	Rv2428	2726093	2726194	0
Yale-TB182	Rv2535c	2859299	2860451	0
Yale-TB182	Rv2983	3339068	3339763	0
Yale-TB182	Rv3261	3640493	3642882	0
Yale-TB182	Rv3547	3986794	3987300	0
Yale-TB182	Rv3795	4246586	4249653	0
Yale-TB182	Rv3854c	4326003	4327548	0
Yale-TB183	MTB000019	1473245	1473331	0
Yale-TB183	MTB000020	1473657	1476796	0
Yale-TB183	Rv0005	6571	6762	0
Yale-TB183	Rv0006	7360	7583	0
Yale-TB183	Rv0407	490733	491794	0
Yale-TB183	Rv0667	760307	761286	0
Yale-TB183	Rv0676c	775585	778906	0
Yale-TB183	Rv0678	778906	779488	0
Yale-TB183	Rv0701	800793	801462	0
Yale-TB183	Rv1173	1302805	1305502	0
Yale-TB183	Rv1305	1460997	1461291	0
Yale-TB183	Rv1483	1673409	1675012	0
Yale-TB183	Rv1694	1917939	1918747	0
Yale-TB183	Rv1908c	2153888	2156112	0
Yale-TB183	Rv2043c	2288676	2289272	0
Yale-TB183	Rv2416c	2714123	2715372	0
Yale-TB183	Rv2428	2726093	2726194	0
Yale-TB183	Rv2535c	2859299	2860451	0
Yale-TB183	Rv2983	3339068	3339763	0
Yale-TB183	Rv3261	3640493	3642882	0
Yale-TB183	Rv3547	3986794	3987300	0
Yale-TB183	Rv3795	4246586	4249653	0
Yale-TB183	Rv3854c	4326003	4327548	0
Yale-TB184	MTB000019	1473245	1473331	0
Yale-TB184	MTB000020	1473657	1476796	0
Yale-TB184	Rv0005	6571	6762	0
Yale-TB184	Rv0006	7360	7583	0
Yale-TB184	Rv0407	490733	491794	0
Yale-TB184	Rv0667	760307	761286	1
Yale-TB184	Rv0676c	775585	778906	0
Yale-TB184	Rv0678	778906	779488	0
Yale-TB184	Rv0701	800793	801462	0
Yale-TB184	Rv1173	1302805	1305502	0
Yale-TB184	Rv1305	1460997	1461291	0
Yale-TB184	Rv1483	1673409	1675012	0
Yale-TB184	Rv1694	1917939	1918747	0
Yale-TB184	Rv1908c	2153888	2156112	0
Yale-TB184	Rv2043c	2288676	2289272	0
Yale-TB184	Rv2416c	2714123	2715372	0
Yale-TB184	Rv2428	2726093	2726194	0
Yale-TB184	Rv2535c	2859299	2860451	0
Yale-TB184	Rv2983	3339068	3339763	0
Yale-TB184	Rv3261	3640493	3642882	0
Yale-TB184	Rv3547	3986794	3987300	0
Yale-TB184	Rv3795	4246586	4249653	0
Yale-TB184	Rv3854c	4326003	4327548	0
Yale-TB185	MTB000019	1473245	1473331	1
Yale-TB185	MTB000020	1473657	1476796	1
Yale-TB185	Rv0005	6571	6762	0
Yale-TB185	Rv0006	7360	7583	0
Yale-TB185	Rv0407	490733	491794	0
Yale-TB185	Rv0667	760307	761286	0
Yale-TB185	Rv0676c	775585	778906	0
Yale-TB185	Rv0678	778906	779488	0
Yale-TB185	Rv0701	800793	801462	0
Yale-TB185	Rv1173	1302805	1305502	0
Yale-TB185	Rv1305	1460997	1461291	0
Yale-TB185	Rv1483	1673409	1675012	0
Yale-TB185	Rv1694	1917939	1918747	0
Yale-TB185	Rv1908c	2153888	2156112	0
Yale-TB185	Rv2043c	2288676	2289272	0
Yale-TB185	Rv2416c	2714123	2715372	0
Yale-TB185	Rv2428	2726093	2726194	0
Yale-TB185	Rv2535c	2859299	2860451	0
Yale-TB185	Rv2983	3339068	3339763	0
Yale-TB185	Rv3261	3640493	3642882	0
Yale-TB185	Rv3547	3986794	3987300	0
Yale-TB185	Rv3795	4246586	4249653	0
Yale-TB185	Rv3854c	4326003	4327548	0
Yale-TB186	MTB000019	1473245	1473331	0
Yale-TB186	MTB000020	1473657	1476796	0
Yale-TB186	Rv0005	6571	6762	0
Yale-TB186	Rv0006	7360	7583	0
Yale-TB186	Rv0407	490733	491794	0
Yale-TB186	Rv0667	760307	761286	0
Yale-TB186	Rv0676c	775585	778906	0
Yale-TB186	Rv0678	778906	779488	0
Yale-TB186	Rv0701	800793	801462	0
Yale-TB186	Rv1173	1302805	1305502	0
Yale-TB186	Rv1305	1460997	1461291	0
Yale-TB186	Rv1483	1673409	1675012	0
Yale-TB186	Rv1694	1917939	1918747	0
Yale-TB186	Rv1908c	2153888	2156112	0
Yale-TB186	Rv2043c	2288676	2289272	0
Yale-TB186	Rv2416c	2714123	2715372	0
Yale-TB186	Rv2428	2726093	2726194	0
Yale-TB186	Rv2535c	2859299	2860451	0
Yale-TB186	Rv2983	3339068	3339763	1
Yale-TB186	Rv3261	3640493	3642882	0
Yale-TB186	Rv3547	3986794	3987300	0
Yale-TB186	Rv3795	4246586	4249653	0
Yale-TB186	Rv3854c	4326003	4327548	0
Yale-TB187	MTB000019	1473245	1473331	2
Yale-TB187	MTB000020	1473657	1476796	0
Yale-TB187	Rv0005	6571	6762	0
Yale-TB187	Rv0006	7360	7583	0
Yale-TB187	Rv0407	490733	491794	0
Yale-TB187	Rv0667	760307	761286	0
Yale-TB187	Rv0676c	775585	778906	0
Yale-TB187	Rv0678	778906	779488	0
Yale-TB187	Rv0701	800793	801462	0
Yale-TB187	Rv1173	1302805	1305502	0
Yale-TB187	Rv1305	1460997	1461291	0
Yale-TB187	Rv1483	1673409	1675012	0
Yale-TB187	Rv1694	1917939	1918747	0
Yale-TB187	Rv1908c	2153888	2156112	0
Yale-TB187	Rv2043c	2288676	2289272	0
Yale-TB187	Rv2416c	2714123	2715372	0
Yale-TB187	Rv2428	2726093	2726194	0
Yale-TB187	Rv2535c	2859299	2860451	0
Yale-TB187	Rv2983	3339068	3339763	0
Yale-TB187	Rv3261	3640493	3642882	0
Yale-TB187	Rv3547	3986794	3987300	0
Yale-TB187	Rv3795	4246586	4249653	0
Yale-TB187	Rv3854c	4326003	4327548	0
Yale-TB188	MTB000019	1473245	1473331	4
Yale-TB188	MTB000020	1473657	1476796	2
Yale-TB188	Rv0005	6571	6762	0
Yale-TB188	Rv0006	7360	7583	2
Yale-TB188	Rv0407	490733	491794	0
Yale-TB188	Rv0667	760307	761286	0
Yale-TB188	Rv0676c	775585	778906	0
Yale-TB188	Rv0678	778906	779488	0
Yale-TB188	Rv0701	800793	801462	0
Yale-TB188	Rv1173	1302805	1305502	1
Yale-TB188	Rv1305	1460997	1461291	1
Yale-TB188	Rv1483	1673409	1675012	0
Yale-TB188	Rv1694	1917939	1918747	0
Yale-TB188	Rv1908c	2153888	2156112	0
Yale-TB188	Rv2043c	2288676	2289272	0
Yale-TB188	Rv2416c	2714123	2715372	0
Yale-TB188	Rv2428	2726093	2726194	2
Yale-TB188	Rv2535c	2859299	2860451	0
Yale-TB188	Rv2983	3339068	3339763	0
Yale-TB188	Rv3261	3640493	3642882	0
Yale-TB188	Rv3547	3986794	3987300	0
Yale-TB188	Rv3795	4246586	4249653	0
Yale-TB188	Rv3854c	4326003	4327548	0
Yale-TB189	MTB000019	1473245	1473331	4
Yale-TB189	MTB000020	1473657	1476796	3
Yale-TB189	Rv0005	6571	6762	0
Yale-TB189	Rv0006	7360	7583	2
Yale-TB189	Rv0407	490733	491794	3
Yale-TB189	Rv0667	760307	761286	1
Yale-TB189	Rv0676c	775585	778906	2
Yale-TB189	Rv0678	778906	779488	1
Yale-TB189	Rv0701	800793	801462	1
Yale-TB189	Rv1173	1302805	1305502	2
Yale-TB189	Rv1305	1460997	1461291	1
Yale-TB189	Rv1483	1673409	1675012	1
Yale-TB189	Rv1694	1917939	1918747	3
Yale-TB189	Rv1908c	2153888	2156112	1
Yale-TB189	Rv2043c	2288676	2289272	0
Yale-TB189	Rv2416c	2714123	2715372	2
Yale-TB189	Rv2428	2726093	2726194	0
Yale-TB189	Rv2535c	2859299	2860451	1
Yale-TB189	Rv2983	3339068	3339763	2
Yale-TB189	Rv3261	3640493	3642882	2
Yale-TB189	Rv3547	3986794	3987300	2
Yale-TB189	Rv3795	4246586	4249653	3
Yale-TB189	Rv3854c	4326003	4327548	2
Yale-TB190	MTB000019	1473245	1473331	7
Yale-TB190	MTB000020	1473657	1476796	9
Yale-TB190	Rv0005	6571	6762	0
Yale-TB190	Rv0006	7360	7583	0
Yale-TB190	Rv0407	490733	491794	0
Yale-TB190	Rv0667	760307	761286	0
Yale-TB190	Rv0676c	775585	778906	0
Yale-TB190	Rv0678	778906	779488	2
Yale-TB190	Rv0701	800793	801462	0
Yale-TB190	Rv1173	1302805	1305502	0
Yale-TB190	Rv1305	1460997	1461291	0
Yale-TB190	Rv1483	1673409	1675012	0
Yale-TB190	Rv1694	1917939	1918747	0
Yale-TB190	Rv1908c	2153888	2156112	0
Yale-TB190	Rv2043c	2288676	2289272	0
Yale-TB190	Rv2416c	2714123	2715372	0
Yale-TB190	Rv2428	2726093	2726194	2
Yale-TB190	Rv2535c	2859299	2860451	0
Yale-TB190	Rv2983	3339068	3339763	0
Yale-TB190	Rv3261	3640493	3642882	0
Yale-TB190	Rv3547	3986794	3987300	0
Yale-TB190	Rv3795	4246586	4249653	0
Yale-TB190	Rv3854c	4326003	4327548	0
Yale-TB191	MTB000019	1473245	1473331	0
Yale-TB191	MTB000020	1473657	1476796	0
Yale-TB191	Rv0005	6571	6762	0
Yale-TB191	Rv0006	7360	7583	0
